-0.182132585,-0.826116549,2.623560895,2,-0.179598922,-0.529188186,2.658115923,2,-0.176234577,-0.236488021,2.678799828,2,-0.177808374,-0.101432008,2.715376946,2,-0.327483282,-0.344499475,2.628927392,2,-0.415438116,-0.573359902,2.575695158,0.950671047,-0.492046716,-0.758137271,2.51567228,0.950671047,-0.485667931,-0.787348316,2.479058398,0.950671244,-0.017116451,-0.359908439,2.636949014,2,0.088712611,-0.57675885,2.612285517,0.950671047,0.178054145,-0.756597991,2.55166669,0.954502831,0.16465609,-0.781033824,2.512070517,0.952188901,-0.250387743,-0.81194579,2.587806099,2,-0.237821714,-1.133252484,2.618213456,2,-0.257275977,-1.44420449,2.657197717,2,-0.25607273,-1.489259077,2.532274432,1,-0.10921697,-0.819044157,2.591710955,2,-0.126469099,-1.143311581,2.622251069,2,-0.099071521,-1.456700089,2.664941495,2,-0.087445547,-1.50217672,2.541033776,1,-0.177226359,-0.309182806,2.67607111,2,-0.490990699,-0.824922463,2.453286402,2,-0.411857976,-0.803816839,2.444258294,2,0.171895654,-0.816350979,2.486458689,2,0.075511475,-0.79149444,2.46848941,2,0
-0.182228096,-0.826286279,2.62355623,2,-0.179631634,-0.529243178,2.658057467,2,-0.176230461,-0.236458642,2.678727202,2,-0.17781985,-0.101412393,2.715358313,2,-0.327640104,-0.344594824,2.629028018,2,-0.415510757,-0.574971683,2.576545478,0.946325758,-0.49225804,-0.761017905,2.516920475,0.946325758,-0.485874006,-0.790672455,2.480842975,0.946325987,-0.017038102,-0.360022749,2.63682797,2,0.088463392,-0.57809379,2.612989085,0.946325758,0.177811971,-0.759385323,2.553123891,0.950961149,0.164282985,-0.784219393,2.513383697,0.948569794,-0.250496455,-0.81212719,2.587877412,2,-0.237678654,-1.132994959,2.618196273,2,-0.256754613,-1.444297514,2.657029654,2,-0.255477116,-1.489448804,2.532364078,1,-0.109307959,-0.819214999,2.591610222,2,-0.126350714,-1.14348518,2.622222763,2,-0.099472868,-1.457022762,2.665079088,2,-0.088525601,-1.505842294,2.548788011,1,-0.177232676,-0.309183977,2.675998205,2,-0.490915729,-0.828292447,2.454711405,2,-0.411786529,-0.807159041,2.445839665,2,0.170428367,-0.820069996,2.4876407,2,0.075231534,-0.794678302,2.469646291,2,0
-0.182327669,-0.826475639,2.623561573,2,-0.179669254,-0.529308611,2.65802173,2,-0.176233841,-0.23642839,2.678698344,2,-0.177841835,-0.101392194,2.715405042,2,-0.327808057,-0.344720162,2.629143221,2,-0.41556309,-0.576696191,2.577260013,0.943844513,-0.492459366,-0.764063691,2.517791123,0.943844513,-0.486075184,-0.794191886,2.482140884,0.943844771,-0.016964805,-0.3601628,2.636711692,2,0.088213842,-0.579525048,2.613584035,0.943844513,0.177547187,-0.762312108,2.554215042,0.949234937,0.163899747,-0.787558779,2.51421387,0.946869026,-0.250608265,-0.81233232,2.587960376,2,-0.237531193,-1.132746696,2.618180698,2,-0.256238519,-1.444405668,2.656867189,2,-0.254879073,-1.489714679,2.532580152,1,-0.109402887,-0.819401756,2.591520537,2,-0.126238038,-1.143674782,2.622196474,2,-0.09986404,-1.457351561,2.665209993,2,-0.089623057,-1.509423234,2.55632831,1,-0.177245551,-0.309187119,2.675963328,2,-0.49085963,-0.831858428,2.455621564,2,-0.411621953,-0.810693455,2.446957791,2,0.169052259,-0.823905344,2.488289672,2,0.074962676,-0.798025021,2.470349782,2,0
-0.182430132,-0.826686522,2.623581491,2,-0.179712589,-0.529385288,2.658018963,2,-0.17624722,-0.236396873,2.678729562,2,-0.177877001,-0.101373518,2.715538159,2,-0.327981068,-0.344876277,2.629275267,2,-0.415587558,-0.578467856,2.577770487,0.943840593,-0.492638554,-0.767147273,2.518140185,0.943840593,-0.486264812,-0.797770596,2.482779601,0.943840873,-0.016899331,-0.360327031,2.636606693,2,0.087976045,-0.58099639,2.614014373,0.943840593,0.177262279,-0.765257194,2.554805122,0.949887276,0.163519294,-0.790915776,2.514406593,0.947673293,-0.250721594,-0.81256388,2.588058074,2,-0.237379337,-1.132515404,2.618168586,2,-0.255736007,-1.444529945,2.65671266,2,-0.254287147,-1.490062547,2.532935463,1,-0.109500573,-0.819605235,2.591449321,2,-0.126133824,-1.143880061,2.62217311,2,-0.100236022,-1.457673837,2.665331372,2,-0.090742779,-1.512848553,2.563517032,1,-0.17726707,-0.309191901,2.675981283,2,-0.490832182,-0.835476922,2.455852287,2,-0.411353389,-0.81427711,2.447447909,2,0.167823242,-0.827699995,2.488243947,2,0.074723553,-0.801396079,2.470453897,2,0
-0.182534067,-0.826920517,2.623621064,2,-0.179762483,-0.529473715,2.658060539,2,-0.176273362,-0.236363623,2.678838645,2,-0.177928141,-0.101359008,2.715780246,2,-0.328151356,-0.345062519,2.629426416,2,-0.415576158,-0.58020171,2.578001659,0.946962782,-0.49278158,-0.770106124,2.517812432,0.946962782,-0.486435336,-0.80123376,2.482575668,0.946963076,-0.016844605,-0.36051203,2.636520691,2,0.087764375,-0.582434611,2.614218427,0.946962782,0.176961012,-0.768066903,2.554750286,0.953509429,0.163157051,-0.794118065,2.513798632,0.951597009,-0.25083459,-0.812824272,2.588173862,2,-0.237223096,-1.132308168,2.618161782,2,-0.255255239,-1.444670606,2.65656814,2,-0.253709749,-1.490495703,2.533439362,1,-0.109599605,-0.819825836,2.591404849,2,-0.126040344,-1.144100147,2.622153438,2,-0.100580737,-1.457978743,2.665441062,2,-0.09188457,-1.516058131,2.570239323,1,-0.177299526,-0.309197805,2.676068265,2,-0.490842656,-0.838962214,2.455227496,2,-0.410972446,-0.817727404,2.447133899,2,0.166797944,-0.831259513,2.487333017,2,0.074535806,-0.804615241,2.469804482,2,0
-0.182637796,-0.827178675,2.623685754,2,-0.179819768,-0.529573971,2.658158698,2,-0.176315209,-0.236328097,2.679044385,2,-0.177998064,-0.101351836,2.716154782,2,-0.328309387,-0.345276475,2.629598807,2,-0.415520705,-0.581792579,2.577873067,0.953875253,-0.492872746,-0.772741477,2.516645832,0.953875253,-0.48657841,-0.804366304,2.481340169,0.953875549,-0.016803621,-0.360712232,2.636462568,2,0.087595399,-0.583748738,2.614130303,0.953875253,0.176648585,-0.770554107,2.553902132,0.960701712,0.162830813,-0.796956255,2.512223177,0.959262007,-0.250945123,-0.813115345,2.588311262,2,-0.237062529,-1.132131125,2.618162048,2,-0.254803971,-1.444827048,2.65643537,2,-0.253154885,-1.491014325,2.53409682,1,-0.109698331,-0.820063364,2.591396082,2,-0.125959259,-1.144333526,2.62213804,2,-0.100891451,-1.458257986,2.665537733,2,-0.093042027,-1.519005489,2.576408115,1,-0.17734535,-0.309204096,2.676241442,2,-0.490899327,-0.842084674,2.453564797,2,-0.41047399,-0.820820828,2.445833435,2,0.16603179,-0.834351631,2.485383165,2,0.074423747,-0.807467427,2.46824414,2,0
-0.18273938,-0.827461272,2.623781254,2,-0.179885215,-0.529685583,2.658326189,2,-0.176375777,-0.236289663,2.679365963,2,-0.178089455,-0.101355676,2.716685307,2,-0.328443913,-0.345513646,2.629794353,2,-0.415413156,-0.583114957,2.577301382,0.965232816,-0.492895012,-0.774818582,2.514477164,0.965232817,-0.48668508,-0.806912944,2.478885621,0.965233102,-0.016779333,-0.360919675,2.63644228,2,0.087487651,-0.584829824,2.613681825,0.965232817,0.176331735,-0.772498547,2.55211304,0.972050249,0.162560473,-0.799184314,2.509516431,0.971272923,-0.251050789,-0.813438108,2.588473831,2,-0.236897802,-1.131989232,2.618171006,2,-0.254389263,-1.444997748,2.656315694,2,-0.252629846,-1.491614996,2.534907542,1,-0.109794859,-0.820316815,2.59143243,2,-0.12589155,-1.144577938,2.622127283,2,-0.101163094,-1.458506418,2.665621033,2,-0.094202077,-1.521658895,2.581965459,1,-0.177407019,-0.309209789,2.676518413,2,-0.49100904,-0.844570686,2.450682226,2,-0.409856952,-0.823293152,2.443364528,2,0.16557713,-0.836707214,2.482224655,2,0.074413873,-0.80969904,2.465618369,2,0
-0.182836619,-0.827767525,2.62391329,2,-0.179959471,-0.529807382,2.658575828,2,-0.176458027,-0.236247593,2.6798222,2,-0.178204706,-0.10137465,2.717394414,2,-0.328542084,-0.345767144,2.630014623,2,-0.415245997,-0.584023706,2.576203364,0.981651836,-0.49283045,-0.776068529,2.511148823,0.981651837,-0.486746054,-0.808579967,2.475034238,0.981652095,-0.01677453,-0.3611238,2.636470695,2,0.087461298,-0.585551444,2.612804969,0.981651837,0.1760188,-0.773648607,2.549242555,0.988099938,0.162367611,-0.800521615,2.505525453,0.988188646,-0.251148933,-0.813792417,2.588664999,2,-0.236729239,-1.131886117,2.618190101,2,-0.254017175,-1.445180294,2.656210005,2,-0.252140877,-1.492290357,2.535865204,1,-0.109887065,-0.820584153,2.591523463,2,-0.125837506,-1.144830325,2.622121306,2,-0.101392463,-1.458722354,2.665691686,2,-0.095345254,-1.52400102,2.586880952,1,-0.177486947,-0.309213609,2.676916531,2,-0.491176939,-0.846104517,2.44640652,2,-0.409125091,-0.824841368,2.439553406,2,0.16548139,-0.838022817,2.477700305,2,0.074534172,-0.811019997,2.461782838,2,0
-0.182927074,-0.828095323,2.624087391,2,-0.180042985,-0.529937368,2.658919965,2,-0.176564695,-0.236201035,2.680430666,2,-0.178345734,-0.101413237,2.718302596,2,-0.328589665,-0.346027438,2.630260746,2,-0.415012673,-0.584355728,2.574499398,1.003677452,-0.492660845,-0.776191861,2.506516745,1.003677453,-0.48675206,-0.809039013,2.469627393,1.003677664,-0.016791683,-0.361311332,2.636559376,2,0.087537641,-0.585771006,2.611434786,1.003677453,0.1757197,-0.773724736,2.545164738,1.009324296,0.162274915,-0.800656804,2.500117071,1.010490537,-0.25123668,-0.81417665,2.588887899,2,-0.236557357,-1.131823989,2.618220566,2,-0.253692528,-1.445371485,2.656118684,2,-0.251692941,-1.493028934,2.53695686,1,-0.109972616,-0.820862096,2.591678551,2,-0.125796749,-1.145086813,2.622120031,2,-0.101578265,-1.458907478,2.665751495,2,-0.096446735,-1.526027497,2.591148319,1,-0.177587337,-0.309213955,2.677452117,2,-0.491406324,-0.846332445,2.440582728,2,-0.408287635,-0.82512764,2.434243582,2,0.165785175,-0.837965052,2.471675171,2,0.074813232,-0.81110769,2.456611632,2,0
-0.1830081,-0.828440945,2.62430862,2,-0.18013593,-0.530072574,2.659369869,2,-0.176698101,-0.23614898,2.68120669,2,-0.178513767,-0.101476138,2.719427,2,-0.328571349,-0.346282152,2.630533322,2,-0.414708066,-0.583932683,2.572117559,1.031748128,-0.492368436,-0.774864141,2.50045923,1.031748129,-0.48669426,-0.80793302,2.462535978,1.031748273,-0.016832786,-0.361466237,2.636720288,2,0.087738478,-0.585331949,2.609512763,1.031748129,0.175445839,-0.772424663,2.539776279,1.036093196,0.162305438,-0.799253637,2.493187534,1.03854848,-0.251310992,-0.814587395,2.589145169,2,-0.236382897,-1.131803583,2.618263402,2,-0.253418787,-1.445567515,2.656041558,2,-0.25128961,-1.493815173,2.538162621,1,-0.110049005,-0.821145891,2.59190644,2,-0.125768291,-1.145342767,2.622123185,2,-0.101720995,-1.459066306,2.665803206,2,-0.09747804,-1.527744833,2.594781372,1,-0.177710028,-0.309208853,2.67813956,2,-0.491698667,-0.844869423,2.433084915,2,-0.407359705,-0.823785446,2.427305886,2,0.166520298,-0.836176951,2.464046927,2,0.075279159,-0.809613041,2.450006234,2,0
